Source,Target,Type,Id,Label,Weight,att1,att2,Weight_copy
111,639,Undirected,394,,151.956802,151.9568,ein Tick,151.956802
328,639,Undirected,395,,148.918106,148.91814,ein Tick,148.918106
280,639,Undirected,396,,145.089493,145.08946,ein Tick,145.089493
242,639,Undirected,397,,139.057404,139.05739,ein Tick,139.057404
329,639,Undirected,398,,138.0849,138.08494,ein Tick,138.0849
330,639,Undirected,399,,138.012497,138.01246,ein Tick,138.012497
331,639,Undirected,400,,136.770493,136.77051,ein Tick,136.770493
332,639,Undirected,401,,135.581299,135.58134,ein Tick,135.581299
333,639,Undirected,402,,130.2939,130.29386,ein Tick,130.2939
334,639,Undirected,403,,129.273804,129.27375,ein Tick,129.273804
335,639,Undirected,404,,124.2061,124.20615,ein Tick,124.2061
264,639,Undirected,405,,122.434898,122.43492,ein Tick,122.434898
336,639,Undirected,406,,120.460899,120.46092,ein Tick,120.460899
337,639,Undirected,407,,118.3451,118.34508,ein Tick,118.3451
338,639,Undirected,408,,116.334198,116.33416,ein Tick,116.334198
339,639,Undirected,409,,105.645103,105.64513,ein Tick,105.645103
340,639,Undirected,410,,104.128799,104.12884,ein Tick,104.128799
341,639,Undirected,411,,104.086601,104.08659,ein Tick,104.086601
342,639,Undirected,412,,103.004303,103.00427,ein Tick,103.004303
343,639,Undirected,413,,100.3274,100.32744,ein Tick,100.3274
344,639,Undirected,414,,98.515869,98.51587,ein Tick,98.515869
345,639,Undirected,415,,93.504051,93.50405,ein Tick,93.504051
346,639,Undirected,416,,92.985184,92.98518,ein Tick,92.985184
347,639,Undirected,417,,91.912537,91.91254,ein Tick,91.912537
348,639,Undirected,418,,90.164978,90.16498,ein Tick,90.164978
349,639,Undirected,419,,88.123459,88.12346,ein Tick,88.123459
160,639,Undirected,420,,86.346703,86.3467,ein Tick,86.346703
350,639,Undirected,421,,86.010162,86.01016,ein Tick,86.010162
351,639,Undirected,422,,85.655762,85.65576,ein Tick,85.655762
352,639,Undirected,423,,84.315788,84.31579,ein Tick,84.315788
284,639,Undirected,424,,83.305229,83.30523,ein Tick,83.305229
353,639,Undirected,425,,82.938187,82.93819,ein Tick,82.938187
354,639,Undirected,426,,82.305588,82.30559,ein Tick,82.305588
355,639,Undirected,427,,81.583267,81.58327,ein Tick,81.583267
356,639,Undirected,428,,80.472481,80.47248,ein Tick,80.472481
357,639,Undirected,429,,80.152184,80.15218,ein Tick,80.152184
358,639,Undirected,430,,79.771111,79.77111,ein Tick,79.771111
359,639,Undirected,431,,78.863182,78.86318,ein Tick,78.863182
360,639,Undirected,432,,78.491379,78.49138,ein Tick,78.491379
361,639,Undirected,433,,78.448387,78.44839,ein Tick,78.448387
362,639,Undirected,434,,74.451691,74.45169,ein Tick,74.451691
363,639,Undirected,435,,73.492393,73.49239,ein Tick,73.492393
364,639,Undirected,436,,73.366013,73.36601,ein Tick,73.366013
365,639,Undirected,437,,73.026642,73.02664,ein Tick,73.026642
281,640,Undirected,438,,3333.751953,3333.75189,ein Zacken,3333.751953
120,640,Undirected,439,,854.142517,854.14248,ein Zacken,854.142517
285,640,Undirected,440,,586.471497,586.47155,ein Zacken,586.471497
124,640,Undirected,441,,483.37381,483.37382,ein Zacken,483.37381
315,640,Undirected,442,,128.843094,128.84312,ein Zacken,128.843094
286,640,Undirected,443,,107.961304,107.96134,ein Zacken,107.961304
366,640,Undirected,444,,61.664539,61.66454,ein Zacken,61.664539
302,640,Undirected,445,,56.412071,56.41207,ein Zacken,56.412071
367,640,Undirected,446,,55.19437,55.19437,ein Zacken,55.19437
298,640,Undirected,447,,51.83527,51.83527,ein Zacken,51.83527
368,640,Undirected,448,,47.10788,47.10788,ein Zacken,47.10788
352,640,Undirected,449,,46.841648,46.84165,ein Zacken,46.841648
355,640,Undirected,450,,42.317101,42.3171,ein Zacken,42.317101
350,640,Undirected,451,,41.62006,41.62006,ein Zacken,41.62006
323,640,Undirected,452,,40.04496,40.04496,ein Zacken,40.04496
335,640,Undirected,453,,30.877689,30.87769,ein Zacken,30.877689
369,640,Undirected,454,,30.322399,30.3224,ein Zacken,30.322399
275,640,Undirected,455,,29.65777,29.65777,ein Zacken,29.65777
370,640,Undirected,456,,27.50222,27.50222,ein Zacken,27.50222
339,640,Undirected,457,,26.66596,26.66596,ein Zacken,26.66596
322,640,Undirected,458,,26.64506,26.64506,ein Zacken,26.64506
371,640,Undirected,459,,25.82725,25.82725,ein Zacken,25.82725
310,640,Undirected,460,,24.87212,24.87212,ein Zacken,24.87212
372,640,Undirected,461,,24.80295,24.80295,ein Zacken,24.80295
317,640,Undirected,462,,21.44409,21.44409,ein Zacken,21.44409
373,640,Undirected,463,,20.823059,20.82306,ein Zacken,20.823059
374,640,Undirected,464,,20.65937,20.65937,ein Zacken,20.65937
375,640,Undirected,465,,20.59325,20.59325,ein Zacken,20.59325
376,640,Undirected,466,,20.209721,20.20972,ein Zacken,20.209721
377,640,Undirected,467,,20.15674,20.15674,ein Zacken,20.15674
292,640,Undirected,468,,20.012659,20.01266,ein Zacken,20.012659
378,640,Undirected,469,,19.798639,19.79864,ein Zacken,19.798639
379,640,Undirected,470,,19.184669,19.18467,ein Zacken,19.184669
380,640,Undirected,471,,19.088579,19.08858,ein Zacken,19.088579
381,640,Undirected,472,,19.0282,19.0282,ein Zacken,19.0282
382,640,Undirected,473,,18.6134,18.6134,ein Zacken,18.6134
383,640,Undirected,474,,18.565639,18.56564,ein Zacken,18.565639
384,640,Undirected,475,,18.428841,18.42884,ein Zacken,18.428841
385,640,Undirected,476,,18.326941,18.32694,ein Zacken,18.326941
386,640,Undirected,477,,18.311159,18.31116,ein Zacken,18.311159
270,640,Undirected,478,,18.011709,18.01171,ein Zacken,18.011709
387,640,Undirected,479,,17.4205,17.4205,ein Zacken,17.4205
309,640,Undirected,480,,17.1768,17.1768,ein Zacken,17.1768
345,640,Undirected,481,,16.95717,16.95717,ein Zacken,16.95717
321,640,Undirected,482,,16.629061,16.62906,ein Zacken,16.629061
388,640,Undirected,483,,16.428431,16.42843,ein Zacken,16.428431
389,640,Undirected,484,,16.127979,16.12798,ein Zacken,16.127979
390,640,Undirected,485,,16.03599,16.03599,ein Zacken,16.03599
391,640,Undirected,486,,15.95442,15.95442,ein Zacken,15.95442
392,640,Undirected,487,,15.83648,15.83648,ein Zacken,15.83648
279,640,Undirected,488,,15.09725,15.09725,ein Zacken,15.09725
297,640,Undirected,489,,15.0267,15.0267,ein Zacken,15.0267
393,640,Undirected,490,,14.96172,14.96172,ein Zacken,14.96172
394,640,Undirected,491,,14.17436,14.17436,ein Zacken,14.17436
395,640,Undirected,492,,13.86,13.86,ein Zacken,13.86
396,640,Undirected,493,,13.74602,13.74602,ein Zacken,13.74602
397,640,Undirected,494,,13.52857,13.52857,ein Zacken,13.52857
398,640,Undirected,495,,13.50732,13.50732,ein Zacken,13.50732
251,640,Undirected,496,,13.4248,13.4248,ein Zacken,13.4248
293,640,Undirected,497,,13.10319,13.10319,ein Zacken,13.10319
314,640,Undirected,498,,13.03579,13.03579,ein Zacken,13.03579
399,640,Undirected,499,,13.00132,13.00132,ein Zacken,13.00132
400,640,Undirected,500,,12.87275,12.87275,ein Zacken,12.87275
308,640,Undirected,501,,12.81829,12.81829,ein Zacken,12.81829
401,640,Undirected,502,,12.74655,12.74655,ein Zacken,12.74655
402,640,Undirected,503,,12.52626,12.52626,ein Zacken,12.52626
265,640,Undirected,504,,12.42423,12.42423,ein Zacken,12.42423
403,640,Undirected,505,,12.29367,12.29367,ein Zacken,12.29367
295,640,Undirected,506,,11.94409,11.94409,ein Zacken,11.94409
404,640,Undirected,507,,11.87776,11.87776,ein Zacken,11.87776
405,640,Undirected,508,,11.8289,11.8289,ein Zacken,11.8289
406,640,Undirected,509,,11.6774,11.6774,ein Zacken,11.6774
407,640,Undirected,510,,11.60721,11.60721,ein Zacken,11.60721
408,640,Undirected,511,,11.46232,11.46232,ein Zacken,11.46232
409,640,Undirected,512,,11.4212,11.4212,ein Zacken,11.4212
410,640,Undirected,513,,11.41693,11.41693,ein Zacken,11.41693
411,640,Undirected,514,,11.38109,11.38109,ein Zacken,11.38109
412,640,Undirected,515,,11.27952,11.27952,ein Zacken,11.27952
413,640,Undirected,516,,11.18022,11.18022,ein Zacken,11.18022
414,640,Undirected,517,,10.98646,10.98646,ein Zacken,10.98646
334,640,Undirected,518,,10.95676,10.95676,ein Zacken,10.95676
415,640,Undirected,519,,10.80773,10.80773,ein Zacken,10.80773
416,640,Undirected,520,,10.71397,10.71397,ein Zacken,10.71397
111,640,Undirected,521,,10.61281,10.61281,ein Zacken,10.61281
417,640,Undirected,522,,10.47429,10.47429,ein Zacken,10.47429
418,640,Undirected,523,,10.2941,10.2941,ein Zacken,10.2941
419,640,Undirected,524,,10.27951,10.27951,ein Zacken,10.27951
329,640,Undirected,525,,10.23079,10.23079,ein Zacken,10.23079
420,640,Undirected,526,,10.13406,10.13406,ein Zacken,10.13406
332,640,Undirected,527,,10.06721,10.06721,ein Zacken,10.06721
284,640,Undirected,528,,9.82573,9.82573,ein Zacken,9.82573
421,640,Undirected,529,,9.78512,9.78512,ein Zacken,9.78512
422,640,Undirected,530,,9.77351,9.77351,ein Zacken,9.77351
423,640,Undirected,531,,9.76831,9.76831,ein Zacken,9.76831
347,640,Undirected,532,,9.72028,9.72028,ein Zacken,9.72028
424,640,Undirected,533,,9.64769,9.64769,ein Zacken,9.64769
268,640,Undirected,534,,9.38857,9.38857,ein Zacken,9.38857
425,640,Undirected,535,,9.37712,9.37712,ein Zacken,9.37712
426,640,Undirected,536,,9.37097,9.37097,ein Zacken,9.37097
427,640,Undirected,537,,9.24711,9.24711,ein Zacken,9.24711
11,641,Undirected,538,,42708.261719,42708.25945,ein bisschen,42708.261719
48,641,Undirected,539,,36382.21875,36382.21801,ein bisschen,36382.21875
428,641,Undirected,540,,30083.5,30083.50296,ein bisschen,30083.5
429,641,Undirected,541,,23936.710938,23936.71411,ein bisschen,23936.710938
430,641,Undirected,542,,23190.060547,23190.05503,ein bisschen,23190.060547
431,641,Undirected,543,,19562.289062,19562.28536,ein bisschen,19562.289062
432,641,Undirected,544,,19106.880859,19106.87553,ein bisschen,19106.880859
199,641,Undirected,545,,17405.160156,17405.16138,ein bisschen,17405.160156
433,641,Undirected,546,,16172.910156,16172.90619,ein bisschen,16172.910156
434,641,Undirected,547,,14720.419922,14720.42416,ein bisschen,14720.419922
435,641,Undirected,548,,12447.459961,12447.45923,ein bisschen,12447.459961
436,641,Undirected,549,,12431.360352,12431.35914,ein bisschen,12431.360352
437,641,Undirected,550,,10947.429688,10947.43181,ein bisschen,10947.429688
438,641,Undirected,551,,10897.759766,10897.75905,ein bisschen,10897.759766
439,641,Undirected,552,,10673.349609,10673.34548,ein bisschen,10673.349609
440,641,Undirected,553,,10408.580078,10408.58177,ein bisschen,10408.580078
441,641,Undirected,554,,9652.988281,9652.98769,ein bisschen,9652.988281
442,641,Undirected,555,,9160.266602,9160.26725,ein bisschen,9160.266602
268,641,Undirected,556,,8734.131836,8734.13237,ein bisschen,8734.131836
443,641,Undirected,557,,8623.134766,8623.13476,ein bisschen,8623.134766
444,641,Undirected,558,,8074.724121,8074.72445,ein bisschen,8074.724121
445,641,Undirected,559,,7802.638184,7802.63763,ein bisschen,7802.638184
446,641,Undirected,560,,7399.925781,7399.92602,ein bisschen,7399.925781
447,641,Undirected,561,,7397.426758,7397.42708,ein bisschen,7397.426758
448,641,Undirected,562,,7048.394043,7048.39392,ein bisschen,7048.394043
449,641,Undirected,563,,6901.826172,6901.82607,ein bisschen,6901.826172
450,641,Undirected,564,,6168.972168,6168.97213,ein bisschen,6168.972168
451,641,Undirected,565,,6132.158203,6132.15812,ein bisschen,6132.158203
452,641,Undirected,566,,6060.694824,6060.69509,ein bisschen,6060.694824
25,641,Undirected,567,,6055.699219,6055.69887,ein bisschen,6055.699219
453,641,Undirected,568,,5743.285156,5743.28514,ein bisschen,5743.285156
29,641,Undirected,569,,5668.632812,5668.633,ein bisschen,5668.632812
454,641,Undirected,570,,5561.722168,5561.72248,ein bisschen,5561.722168
291,641,Undirected,571,,5181.151855,5181.15201,ein bisschen,5181.151855
6,641,Undirected,572,,5167.890137,5167.89019,ein bisschen,5167.890137
323,641,Undirected,573,,4458.893066,4458.89269,ein bisschen,4458.893066
455,641,Undirected,574,,4458.460938,4458.46113,ein bisschen,4458.460938
456,641,Undirected,575,,4446.25293,4446.25312,ein bisschen,4446.25293
457,641,Undirected,576,,4438.861816,4438.86163,ein bisschen,4438.861816
458,641,Undirected,577,,4346.995117,4346.99452,ein bisschen,4346.995117
459,641,Undirected,578,,4335.075195,4335.07541,ein bisschen,4335.075195
460,641,Undirected,579,,4316.583984,4316.58356,ein bisschen,4316.583984
461,641,Undirected,580,,4303.993164,4303.99305,ein bisschen,4303.993164
462,641,Undirected,581,,4095.283936,4095.28375,ein bisschen,4095.283936
463,641,Undirected,582,,4041.60791,4041.60811,ein bisschen,4041.60791
464,641,Undirected,583,,3862.125,3862.1251,ein bisschen,3862.125
204,641,Undirected,584,,3788.193115,3788.19254,ein bisschen,3788.193115
198,641,Undirected,585,,3713.227051,3713.22738,ein bisschen,3713.227051
465,641,Undirected,586,,3697.48291,3697.48316,ein bisschen,3697.48291
303,641,Undirected,587,,3660.89502,3660.89524,ein bisschen,3660.89502
466,641,Undirected,588,,3612.12207,3612.1218,ein bisschen,3612.12207
467,641,Undirected,589,,3529.185059,3529.18544,ein bisschen,3529.185059
274,641,Undirected,590,,3472.394043,3472.39439,ein bisschen,3472.394043
468,641,Undirected,591,,3442.610107,3442.6104,ein bisschen,3442.610107
469,641,Undirected,592,,3405.193115,3405.19265,ein bisschen,3405.193115
470,641,Undirected,593,,3326.366943,3326.36735,ein bisschen,3326.366943
471,641,Undirected,594,,3294.89209,3294.89192,ein bisschen,3294.89209
472,641,Undirected,595,,3279.589111,3279.5893,ein bisschen,3279.589111
473,641,Undirected,596,,3260.51001,3260.51048,ein bisschen,3260.51001
474,641,Undirected,597,,3246.72998,3246.72986,ein bisschen,3246.72998
475,641,Undirected,598,,3190.438965,3190.43921,ein bisschen,3190.438965
476,641,Undirected,599,,3149.205078,3149.20525,ein bisschen,3149.205078
477,641,Undirected,600,,3073.773926,3073.77438,ein bisschen,3073.773926
478,641,Undirected,601,,3006.509033,3006.50933,ein bisschen,3006.509033
479,641,Undirected,602,,2964.220947,2964.221,ein bisschen,2964.220947
480,641,Undirected,603,,2951.659912,2951.66044,ein bisschen,2951.659912
2,641,Undirected,604,,2908.179932,2908.17961,ein bisschen,2908.179932
68,641,Undirected,605,,2787.520996,2787.52054,ein bisschen,2787.520996
481,641,Undirected,606,,2784.342041,2784.34168,ein bisschen,2784.342041
482,641,Undirected,607,,2673.593994,2673.59414,ein bisschen,2673.593994
483,641,Undirected,608,,2614.740967,2614.74114,ein bisschen,2614.740967
370,641,Undirected,609,,2585.404053,2585.40435,ein bisschen,2585.404053
125,641,Undirected,610,,2552.322998,2552.32303,ein bisschen,2552.322998
484,641,Undirected,611,,2533.416016,2533.41577,ein bisschen,2533.416016
485,641,Undirected,612,,2526.319092,2526.31872,ein bisschen,2526.319092
486,641,Undirected,613,,2523.690918,2523.69063,ein bisschen,2523.690918
487,641,Undirected,614,,2521.041992,2521.04227,ein bisschen,2521.041992
285,641,Undirected,615,,2428.544922,2428.54528,ein bisschen,2428.544922
488,641,Undirected,616,,2336.358887,2336.35882,ein bisschen,2336.358887
27,641,Undirected,617,,2294.865967,2294.86569,ein bisschen,2294.865967
298,641,Undirected,618,,2216.456055,2216.45619,ein bisschen,2216.456055
489,641,Undirected,619,,2208.184082,2208.18404,ein bisschen,2208.184082
490,641,Undirected,620,,2198.398926,2198.39866,ein bisschen,2198.398926
491,641,Undirected,621,,2159.184082,2159.18377,ein bisschen,2159.184082
492,641,Undirected,622,,2147.27002,2147.27033,ein bisschen,2147.27002
493,641,Undirected,623,,2146.406006,2146.40597,ein bisschen,2146.406006
494,641,Undirected,624,,2130.89502,2130.89474,ein bisschen,2130.89502
495,641,Undirected,625,,2124.445068,2124.44471,ein bisschen,2124.445068
496,641,Undirected,626,,2073.874023,2073.87382,ein bisschen,2073.874023
497,641,Undirected,627,,2043.107056,2043.10712,ein bisschen,2043.107056
498,641,Undirected,628,,2034.869019,2034.86899,ein bisschen,2034.869019
499,641,Undirected,629,,2030.057983,2030.05751,ein bisschen,2030.057983
108,641,Undirected,630,,2010.56897,2010.56881,ein bisschen,2010.56897
500,641,Undirected,631,,1965.540039,1965.53995,ein bisschen,1965.540039
70,641,Undirected,632,,1925.000977,1925.00133,ein bisschen,1925.000977
501,641,Undirected,633,,1911.810059,1911.80995,ein bisschen,1911.810059
502,641,Undirected,634,,1883.672974,1883.67275,ein bisschen,1883.672974
503,641,Undirected,635,,1860.120972,1860.12122,ein bisschen,1860.120972
504,641,Undirected,636,,1849.555054,1849.55502,ein bisschen,1849.555054
305,641,Undirected,637,,1821.876953,1821.8771,ein bisschen,1821.876953
505,642,Undirected,638,,683.358582,683.35858,eine Handvoll,683.358582
506,642,Undirected,639,,210.672607,210.67264,eine Handvoll,210.672607
507,642,Undirected,640,,125.746498,125.74654,eine Handvoll,125.746498
508,642,Undirected,641,,82.831551,82.83155,eine Handvoll,82.831551
509,642,Undirected,642,,75.247772,75.24777,eine Handvoll,75.247772
510,642,Undirected,643,,67.168381,67.16838,eine Handvoll,67.168381
511,642,Undirected,644,,66.739487,66.73949,eine Handvoll,66.739487
512,642,Undirected,645,,39.23011,39.23011,eine Handvoll,39.23011
65,642,Undirected,646,,37.07753,37.07753,eine Handvoll,37.07753
513,642,Undirected,647,,36.824371,36.82437,eine Handvoll,36.824371
514,642,Undirected,648,,27.6607,27.6607,eine Handvoll,27.6607
515,642,Undirected,649,,26.56308,26.56308,eine Handvoll,26.56308
516,642,Undirected,650,,25.787571,25.78757,eine Handvoll,25.787571
517,642,Undirected,651,,22.210991,22.21099,eine Handvoll,22.210991
7,642,Undirected,652,,21.62586,21.62586,eine Handvoll,21.62586
27,642,Undirected,653,,16.95363,16.95363,eine Handvoll,16.95363
518,642,Undirected,654,,16.679831,16.67983,eine Handvoll,16.679831
215,642,Undirected,655,,15.55236,15.55236,eine Handvoll,15.55236
519,642,Undirected,656,,14.72528,14.72528,eine Handvoll,14.72528
520,642,Undirected,657,,13.91636,13.91636,eine Handvoll,13.91636
48,642,Undirected,658,,13.00153,13.00153,eine Handvoll,13.00153
521,642,Undirected,659,,11.54999,11.54999,eine Handvoll,11.54999
522,642,Undirected,660,,11.23608,11.23608,eine Handvoll,11.23608
99,642,Undirected,661,,10.87987,10.87987,eine Handvoll,10.87987
523,642,Undirected,662,,10.87329,10.87329,eine Handvoll,10.87329
524,642,Undirected,663,,9.052,9.052,eine Handvoll,9.052
525,642,Undirected,664,,8.95566,8.95566,eine Handvoll,8.95566
216,642,Undirected,665,,8.66953,8.66953,eine Handvoll,8.66953
395,642,Undirected,666,,8.39359,8.39359,eine Handvoll,8.39359
526,642,Undirected,667,,8.19868,8.19868,eine Handvoll,8.19868
210,642,Undirected,668,,7.73044,7.73044,eine Handvoll,7.73044
62,642,Undirected,669,,6.95447,6.95447,eine Handvoll,6.95447
527,642,Undirected,670,,6.79348,6.79348,eine Handvoll,6.79348
528,642,Undirected,671,,6.22426,6.22426,eine Handvoll,6.22426
529,642,Undirected,672,,5.97422,5.97422,eine Handvoll,5.97422
530,642,Undirected,673,,5.8298,5.8298,eine Handvoll,5.8298
531,642,Undirected,674,,5.77977,5.77977,eine Handvoll,5.77977
29,642,Undirected,675,,5.74766,5.74766,eine Handvoll,5.74766
6,642,Undirected,676,,4.79463,4.79463,eine Handvoll,4.79463
532,642,Undirected,677,,4.68959,4.68959,eine Handvoll,4.68959
1,642,Undirected,678,,4.61896,4.61896,eine Handvoll,4.61896
31,642,Undirected,679,,4.35608,4.35608,eine Handvoll,4.35608
533,642,Undirected,680,,3.44948,3.44948,eine Handvoll,3.44948
11,642,Undirected,681,,3.3296,3.3296,eine Handvoll,3.3296
534,642,Undirected,682,,3.29125,3.29125,eine Handvoll,3.29125
535,642,Undirected,683,,2.88643,2.88643,eine Handvoll,2.88643
437,642,Undirected,684,,2.61339,2.61339,eine Handvoll,2.61339
536,642,Undirected,685,,2.45988,2.45988,eine Handvoll,2.45988
537,642,Undirected,686,,2.15191,2.15191,eine Handvoll,2.15191
538,642,Undirected,687,,1.13775,1.13775,eine Handvoll,1.13775
120,643,Undirected,688,,470.333313,470.33333,eine Idee,470.333313
124,643,Undirected,689,,117.429901,117.42991,eine Idee,117.429901
281,643,Undirected,690,,59.278839,59.27884,eine Idee,59.278839
293,643,Undirected,691,,49.698318,49.69832,eine Idee,49.698318
313,643,Undirected,692,,45.599018,45.59902,eine Idee,45.599018
308,643,Undirected,693,,43.252941,43.25294,eine Idee,43.252941
318,643,Undirected,694,,41.892021,41.89202,eine Idee,41.892021
539,643,Undirected,695,,38.77314,38.77314,eine Idee,38.77314
295,643,Undirected,696,,37.844719,37.84472,eine Idee,37.844719
292,643,Undirected,697,,36.406651,36.40665,eine Idee,36.406651
126,643,Undirected,698,,36.32505,36.32505,eine Idee,36.32505
312,643,Undirected,699,,33.225712,33.22571,eine Idee,33.225712
150,643,Undirected,700,,31.071091,31.07109,eine Idee,31.071091
300,643,Undirected,701,,28.653851,28.65385,eine Idee,28.653851
540,643,Undirected,702,,28.18903,28.18903,eine Idee,28.18903
280,643,Undirected,703,,27.695641,27.69564,eine Idee,27.695641
541,643,Undirected,704,,26.31695,26.31695,eine Idee,26.31695
294,643,Undirected,705,,25.457331,25.45733,eine Idee,25.457331
297,643,Undirected,706,,25.1,25.1,eine Idee,25.1
542,643,Undirected,707,,24.669331,24.66933,eine Idee,24.669331
543,643,Undirected,708,,23.352449,23.35245,eine Idee,23.352449
111,643,Undirected,709,,23.331551,23.33155,eine Idee,23.331551
264,643,Undirected,710,,22.48777,22.48777,eine Idee,22.48777
385,643,Undirected,711,,22.03447,22.03447,eine Idee,22.03447
544,643,Undirected,712,,18.81144,18.81144,eine Idee,18.81144
545,643,Undirected,713,,18.29879,18.29879,eine Idee,18.29879
546,643,Undirected,714,,18.05109,18.05109,eine Idee,18.05109
547,643,Undirected,715,,17.794741,17.79474,eine Idee,17.794741
296,643,Undirected,716,,17.47279,17.47279,eine Idee,17.47279
302,643,Undirected,717,,17.47237,17.47237,eine Idee,17.47237
548,643,Undirected,718,,17.462959,17.46296,eine Idee,17.462959
347,643,Undirected,719,,16.941111,16.94111,eine Idee,16.941111
549,643,Undirected,720,,16.070419,16.07042,eine Idee,16.070419
324,643,Undirected,721,,15.58025,15.58025,eine Idee,15.58025
550,643,Undirected,722,,15.36162,15.36162,eine Idee,15.36162
551,643,Undirected,723,,15.17468,15.17468,eine Idee,15.17468
267,643,Undirected,724,,14.95822,14.95822,eine Idee,14.95822
552,643,Undirected,725,,14.88098,14.88098,eine Idee,14.88098
553,643,Undirected,726,,14.41872,14.41872,eine Idee,14.41872
554,643,Undirected,727,,13.76657,13.76657,eine Idee,13.76657
555,643,Undirected,728,,13.73499,13.73499,eine Idee,13.73499
266,643,Undirected,729,,13.54135,13.54135,eine Idee,13.54135
556,643,Undirected,730,,13.04107,13.04107,eine Idee,13.04107
135,643,Undirected,731,,12.78514,12.78514,eine Idee,12.78514
557,643,Undirected,732,,12.61355,12.61355,eine Idee,12.61355
558,643,Undirected,733,,12.45557,12.45557,eine Idee,12.45557
559,643,Undirected,734,,12.41642,12.41642,eine Idee,12.41642
560,643,Undirected,735,,12.39008,12.39008,eine Idee,12.39008
285,643,Undirected,736,,12.19105,12.19105,eine Idee,12.19105
561,643,Undirected,737,,12.07241,12.07241,eine Idee,12.07241
323,643,Undirected,738,,12.0259,12.0259,eine Idee,12.0259
562,643,Undirected,739,,11.81194,11.81194,eine Idee,11.81194
563,643,Undirected,740,,11.69202,11.69202,eine Idee,11.69202
564,643,Undirected,741,,11.68493,11.68493,eine Idee,11.68493
321,643,Undirected,742,,11.40849,11.40849,eine Idee,11.40849
565,643,Undirected,743,,11.24117,11.24117,eine Idee,11.24117
566,643,Undirected,744,,11.15189,11.15189,eine Idee,11.15189
567,643,Undirected,745,,10.69949,10.69949,eine Idee,10.69949
325,643,Undirected,746,,10.5615,10.5615,eine Idee,10.5615
568,643,Undirected,747,,10.54751,10.54751,eine Idee,10.54751
569,643,Undirected,748,,10.44618,10.44618,eine Idee,10.44618
570,643,Undirected,749,,10.10801,10.10801,eine Idee,10.10801
328,643,Undirected,750,,9.94069,9.94069,eine Idee,9.94069
571,643,Undirected,751,,9.83736,9.83736,eine Idee,9.83736
311,643,Undirected,752,,9.83406,9.83406,eine Idee,9.83406
572,643,Undirected,753,,9.80687,9.80687,eine Idee,9.80687
573,643,Undirected,754,,9.68604,9.68604,eine Idee,9.68604
574,643,Undirected,755,,9.31304,9.31304,eine Idee,9.31304
575,643,Undirected,756,,9.30045,9.30045,eine Idee,9.30045
576,643,Undirected,757,,9.29421,9.29421,eine Idee,9.29421
577,643,Undirected,758,,9.00071,9.00071,eine Idee,9.00071
304,643,Undirected,759,,8.94064,8.94064,eine Idee,8.94064
578,643,Undirected,760,,8.92316,8.92316,eine Idee,8.92316
579,643,Undirected,761,,8.84082,8.84082,eine Idee,8.84082
410,643,Undirected,762,,8.7814,8.7814,eine Idee,8.7814
306,643,Undirected,763,,8.77212,8.77212,eine Idee,8.77212
580,643,Undirected,764,,8.56951,8.56951,eine Idee,8.56951
581,643,Undirected,765,,8.56626,8.56626,eine Idee,8.56626
582,643,Undirected,766,,8.32143,8.32143,eine Idee,8.32143
355,643,Undirected,767,,8.15151,8.15151,eine Idee,8.15151
583,643,Undirected,768,,7.89618,7.89618,eine Idee,7.89618
584,643,Undirected,769,,7.81317,7.81317,eine Idee,7.81317
279,643,Undirected,770,,7.67569,7.67569,eine Idee,7.67569
298,643,Undirected,771,,7.59515,7.59515,eine Idee,7.59515
585,643,Undirected,772,,7.58348,7.58348,eine Idee,7.58348
586,643,Undirected,773,,7.47449,7.47449,eine Idee,7.47449
345,643,Undirected,774,,7.40482,7.40482,eine Idee,7.40482
587,643,Undirected,775,,7.36898,7.36898,eine Idee,7.36898
588,643,Undirected,776,,7.23682,7.23682,eine Idee,7.23682
589,643,Undirected,777,,7.20691,7.20691,eine Idee,7.20691
590,643,Undirected,778,,7.07027,7.07027,eine Idee,7.07027
591,643,Undirected,779,,6.96376,6.96376,eine Idee,6.96376
592,643,Undirected,780,,6.95489,6.95489,eine Idee,6.95489
593,643,Undirected,781,,6.91314,6.91314,eine Idee,6.91314
353,643,Undirected,782,,6.8845,6.8845,eine Idee,6.8845
594,643,Undirected,783,,6.83184,6.83184,eine Idee,6.83184
595,643,Undirected,784,,6.80707,6.80707,eine Idee,6.80707
426,643,Undirected,785,,6.74743,6.74743,eine Idee,6.74743
317,643,Undirected,786,,6.71494,6.71494,eine Idee,6.71494
596,643,Undirected,787,,6.65511,6.65511,eine Idee,6.65511
285,644,Undirected,788,,3594.490967,3594.49075,eine Spur,3594.490967
120,644,Undirected,789,,1756.43103,1756.43117,eine Spur,1756.43103
296,644,Undirected,790,,1589.813965,1589.81447,eine Spur,1589.813965
315,644,Undirected,791,,1258.838013,1258.83759,eine Spur,1258.838013
126,644,Undirected,792,,1094.314941,1094.31456,eine Spur,1094.314941
190,644,Undirected,793,,883.910522,883.91051,eine Spur,883.910522
124,644,Undirected,794,,842.70813,842.70806,eine Spur,842.70813
597,644,Undirected,795,,707.143311,707.14333,eine Spur,707.143311
281,644,Undirected,796,,706.932312,706.93232,eine Spur,706.932312
150,644,Undirected,797,,683.275879,683.27588,eine Spur,683.275879
169,644,Undirected,798,,673.684875,673.68487,eine Spur,673.684875
